[00:00.000 --> 00:01.440]  Hello
[01:23:24.740 --> 01:23:29.720]  It's there and so people use it and people use mail and people use Safari. That's just and they're gonna
[01:23:30.460 --> 01:23:36.180]  Well, it's like when I was on Topolsky's podcast couple weeks ago, and he was incredulous that I use Apple Maps
[01:23:37.020 --> 01:23:41.020]  it's the statistics that I've seen show that over 70% of
[01:23:41.020 --> 01:23:48.280]  of IOS users use Apple Maps and Maps is maybe it's clearly the maybe the one where there'd be the most
[01:23:48.560 --> 01:23:53.120]  Third-party users you know especially around the world where Apple Maps is nowhere near as consistent
[01:23:53.640 --> 01:23:58.200]  As Google Maps is that's one where you know you could really make the argument where it
[01:23:58.200 --> 01:24:02.520]  I would make the argument that for me in my use. It's as good as Google Maps for
[01:24:03.080 --> 01:24:09.080]  For my use almost every time you know the only time the only thing I've used Google Maps for in the last two years is
[01:24:09.080 --> 01:24:12.280]  Transit in New York City and hopefully you know
[01:24:12.960 --> 01:24:15.960]  You know once I switch to iOS 9. I won't even need to do that anymore
[01:24:16.760 --> 01:24:20.680]  But I totally understand and every time I say this I get email from somebody in another country
[01:24:20.680 --> 01:24:23.600]  and they show me like what their neighborhood looks like in the two and
[01:24:24.120 --> 01:24:26.920]  Google Maps looks like Google Maps and Apple Maps
[01:24:26.920 --> 01:24:31.880]  You know has like you know the name of the town I live in and that's it so I understand obviously
[01:24:31.880 --> 01:24:37.680]  They don't that but the fact that it's you know somewhere around 70% and it's a decided advantage
[01:24:37.680 --> 01:24:41.120]  It just shows how powerful being the built-in app is yeah and let alone now
[01:24:41.120 --> 01:24:46.760]  you know how how comparable Safari and Chrome are or mail and and spark or
[01:24:47.440 --> 01:24:52.520]  You know what's the third-party email that you I'm using I'm using mailbox on my iPad
[01:24:52.520 --> 01:24:57.440]  And I'm using yeah the red all was spark on my iPhone right now. Yeah boy. That's good man
[01:24:57.880 --> 01:25:01.060]  Holy cow that's got me thinking about switching. Yeah, really does yeah
[01:25:01.060 --> 01:25:08.240]  I mean I'm gonna go back to mail for iOS 9 just to see you know how it's changed, but that's a that's a
[01:25:08.240 --> 01:25:09.360]  That's a really good app
[01:25:09.360 --> 01:25:15.400]  This is I feel like that was the one of the subtext of the of the latest Apple event too when they rolled out Apple
[01:25:15.400 --> 01:25:18.440]  music I think that was a subtext was and
[01:25:18.920 --> 01:25:25.780]  Hey, did you hear about how all our default apps are really great and used even even when there's tough competition these get used
[01:25:25.780 --> 01:25:31.240]  More than everything else well guess what streaming service is built into a built-in app now, right? Yeah
[01:25:31.660 --> 01:25:33.660]  Yeah, that was definitely
[01:25:35.120 --> 01:25:39.840]  Part of the message just like these built-in that's powerful the built-in apps doesn't mean Apple music's gonna
[01:25:40.240 --> 01:25:44.940]  gonna take over the world or anything, but it is awfully powerful that it's integrated and and
[01:25:45.640 --> 01:25:47.080]  It's on every device
[01:25:47.080 --> 01:25:52.640]  That's and and I read a piece today about podcasts and about how there was some survey that said that
[01:25:52.640 --> 01:26:00.080]  Not only because there's a built-in podcast app not only are most podcasts listen to on iOS devices and not Android, but that most
[01:26:00.880 --> 01:26:05.680]  podcasts on iOS are listened to through the built-in podcast app because again
[01:26:05.720 --> 01:26:12.520]  It's built in that's hard to compete with it's not like Marco doesn't have a good business on with overcast, but
[01:26:13.080 --> 01:26:18.560]  You know that's among people who think to look for something more in the App Store, and then find it and then buy it
[01:26:18.560 --> 01:26:23.000]  Versus like Oh podcasts. There's a I'll search for podcasts there
[01:26:23.000 --> 01:26:28.280]  It is that's where all the podcasts are and it's just that's being the platform owner the App Store is vibrant
[01:26:28.280 --> 01:26:30.800]  And that's great, but Apple knows that
[01:26:32.000 --> 01:26:38.760]  Some stuff needs to be in the platform at least a basic version of it has to be in the platform because the platform
[01:26:39.080 --> 01:26:46.520]  Needs to be rich like that and and they and that's why they do that's why they improve notes, and you know that's why
[01:26:46.520 --> 01:26:49.000]  Maps is so successful
[01:26:51.800 --> 01:26:55.960]  This just in from from the home office in Lincoln, Nebraska
[01:26:56.800 --> 01:27:01.540]  There is a chance. I cannot check it. I well I could check it, but I'm not going to while I'm recording
[01:27:01.840 --> 01:27:04.760]  there's a chance that I botched the code or
[01:27:08.080 --> 01:27:09.080]  Harry's
[01:27:09.080 --> 01:27:13.400]  Could be that it's just talk show without the the so anybody out there
[01:27:13.400 --> 01:27:17.840]  Who's buying some shaving stuff if you try the the code we don't have we maybe I'll edit this
[01:27:17.840 --> 01:27:21.180]  Maybe not maybe this will be a little little mid episode surprise
[01:27:22.080 --> 01:27:27.280]  You just stay to there's a little mini read for our good friends at Harry's if you try the code the talk show and you
[01:27:27.280 --> 01:27:32.920]  Don't get any money off your order try the code talk show without the the and and one of those two
[01:27:32.920 --> 01:27:35.360]  I guarantee you will save you some bucks so now it's like a game
[01:27:36.200 --> 01:27:38.080]  It's like a coin flip
[01:27:38.080 --> 01:27:44.080]  And while I'm talking about sponsors allow me to take a moment here and thank our next one and it's another
[01:27:44.560 --> 01:27:47.840]  old-time friend of the show good people at fracture
[01:27:49.720 --> 01:27:54.840]  It's really sad that all of our photos from recent years so many of them are
[01:27:56.280 --> 01:27:58.280]  trapped only on
[01:27:59.240 --> 01:28:05.340]  Digital devices or maybe they're on an Instagram feed and you really only look at them on these devices temporarily
[01:28:05.340 --> 01:28:09.060]  a fracture is a modern way to
[01:28:09.300 --> 01:28:14.740]  Break your photos out of the digital world the best ones the ones you really want to save the ones you really want to see
[01:28:14.740 --> 01:28:20.020]  All the time and get them printed on a piece of analog media and that you can hang on your wall
[01:28:20.020 --> 01:28:22.020]  You can prop up on your desk
[01:28:22.300 --> 01:28:23.740]  Here's what they do fracture
[01:28:23.740 --> 01:28:29.300]  They print your photos directly on pure glass real glass comes with a foam back
[01:28:29.380 --> 01:28:32.740]  That's ready to mount right out of the box the little one that comes with everything you need
[01:28:32.740 --> 01:28:37.740]  to hang it on the wall comes with a nice little screw and stuff like that the bigger ones that you can prop up have
[01:28:37.740 --> 01:28:41.500]  You know, the the casing is as interesting as the printing technology that they use
[01:28:42.660 --> 01:28:47.220]  But it is the thing it just takes your photos. What's less face it are all digital these days
[01:28:47.220 --> 01:28:49.540]  I mean who shouldn't film anymore if you are you you know
[01:28:49.540 --> 01:28:54.640]  You're already way ahead of the game in terms of having prints because you have to have a physical print to look at it
[01:28:54.640 --> 01:29:03.600]  It it I don't know there's something about a photo that is printed on a piece of analog medium that has to me a
[01:29:03.600 --> 01:29:09.680]  More emotional appeal and I'll give you an example. Here's the example my wife Amy at the the live talk show
[01:29:10.960 --> 01:29:12.960]  the couple weeks ago when I had
[01:29:13.840 --> 01:29:19.380]  Phil Schiller forget the kill Schiller Phil Schiller. That's right. I'm coming technology executive
[01:29:19.960 --> 01:29:21.960]  yeah, so
[01:29:21.960 --> 01:29:27.880]  you know that was a special night and she was backstage and she like poked her iPhone through the curtain a little bit and
[01:29:28.440 --> 01:29:32.200]  Took an amazing photo truly truly amazing photo of
[01:29:33.000 --> 01:29:35.000]  me sitting alongside Phil
[01:29:35.520 --> 01:29:40.240]  Sort of we were front-lit in reality, but from her perspective backstage. We were back lit
[01:29:41.600 --> 01:29:43.480]  By these lights in front of us
[01:29:43.480 --> 01:29:48.240]  Which almost have like in the the way that they showed up on her picture almost like a science fiction field
[01:29:48.240 --> 01:29:53.800]  It almost looked like we were sitting in front of like a screening of a science fiction movie with two stars in front of us
[01:29:53.800 --> 01:29:55.800]  with these two spotlights
[01:29:56.920 --> 01:29:59.240]  Fantastic picture she posted it to Instagram
[01:30:00.040 --> 01:30:01.240]  and
[01:30:01.240 --> 01:30:06.600]  I thought it was great. I told her it was great and I you know gave it a little heart on Instagram and there goes
[01:30:07.240 --> 01:30:09.240]  But my friends at fracture
[01:30:09.720 --> 01:30:13.840]  This is I was away on vacation. This is true story got back last night
[01:30:13.840 --> 01:30:19.720]  One of the things that we we were we had the mail held till today and it actually worked which is crazy
[01:30:19.720 --> 01:30:24.520]  I don't know about people in other countries, but it may be in other cities
[01:30:24.520 --> 01:30:27.280]  But in Philadelphia, it often doesn't work when you tell them to hold. Yeah
[01:30:27.280 --> 01:30:31.800]  Well, we got a whole pile of mail today including a bunch of packages and one of them was from fracture
[01:30:31.800 --> 01:30:33.400]  And it was for me and I thought that's weird
[01:30:33.400 --> 01:30:38.120]  I don't remember I did not order anything from fracture recently and when you do order from fracture this stuff comes right away
[01:30:38.120 --> 01:30:43.000]  Well, I opened it up and here it was it's a little square picture. They took it out of Amy's Instagram feed
[01:30:43.000 --> 01:30:44.400]  that
[01:30:44.400 --> 01:30:46.400]  picture printed on on
[01:30:46.640 --> 01:30:50.640]  Glass for me and it just as I didn't know what it was
[01:30:50.640 --> 01:30:56.720]  I opened it up and I saw it and I was just like wow and it just like was like a little jolt to
[01:30:56.720 --> 01:31:01.440]  My heart and I thought wow, that's great. So anyway, my thanks to Instagram not Instagram to fracture
[01:31:02.160 --> 01:31:04.160]  for the gift, but
[01:31:04.360 --> 01:31:05.840]  to all of you
[01:31:05.840 --> 01:31:11.520]  Do that with your favorite pictures go through your Instagram and pick a couple of your favorites and send them to fracture and get them
[01:31:11.520 --> 01:31:15.500]  Printed out and you really are going to appreciate it. Looks so great
[01:31:17.280 --> 01:31:20.000]  Let's see if I can get the code right because if you do get it, right
[01:31:20.000 --> 01:31:23.680]  You're gonna get 15% off your first fracture order
[01:31:24.040 --> 01:31:30.360]  And the code for my show is I don't really have it here and drumroll Paul drumroll
[01:31:33.240 --> 01:31:36.000]  I'm gonna guess it's daring fireball
[01:31:36.000 --> 01:31:41.880]  And we'll see if that's right, but my thanks to them go to fracture me calm get something printed out
[01:31:41.880 --> 01:31:46.320]  Do it and and use that code and you'll save some money and you'll have something beautiful to hang on the wall
[01:31:46.320 --> 01:31:48.320]  I got like six of them here
[01:31:48.920 --> 01:31:54.280]  You know what? You could use use this use the I know that this here's the code that they use because they sponsored that live show
[01:31:55.960 --> 01:31:58.520]  The code that they used for that one was
[01:32:00.240 --> 01:32:04.040]  You know, it's funny I have it right here in front of me, but I can't see oh it's because I don't have the
[01:32:04.040 --> 01:32:08.280]  Safari status bar showing it's
[01:32:12.080 --> 01:32:19.920]  WWDC use that code WWDC and then they'll think you're coming from the Phil Schiller episode. So either way you'll get the money
[01:32:24.440 --> 01:32:28.880]  So the other thing that we that I missed while I was away on vacation
[01:32:29.080 --> 01:32:33.440]  Was this whole thing that sort of blew up and I did write about this while you know
[01:32:33.440 --> 01:32:36.840]  Cuz you can't you know, you did we're never really on vacation. I'm discovering that
[01:32:39.000 --> 01:32:42.880]  Yeah, it is I'm curious how that's going for you now that you're a year in
[01:32:43.960 --> 01:32:48.580]  It probably was different when you were at a publication that had a real staff that could keep everything
[01:32:48.580 --> 01:32:52.160]  Yeah, you can say I'm on vacation you take care of it for me and then you go on vacation
[01:32:52.400 --> 01:32:53.440]  Everybody helps each other out
[01:32:53.440 --> 01:32:57.700]  But when you know, it's I do have Dan Morin writing for me a couple of days a week for six colors
[01:32:57.700 --> 01:33:02.080]  So I was able to say sort of like Dan. This is the day that we're driving in the car for eight hours
[01:33:02.080 --> 01:33:04.000]  can you write on that day and
[01:33:04.000 --> 01:33:09.480]  also, it's a shift in gears from my brain works as thinking of like Macworld we'd post ten stories a day and
[01:33:10.480 --> 01:33:13.200]  I actually look to you and Jim and
[01:33:13.720 --> 01:33:15.600]  Federico and I and you know
[01:33:15.600 --> 01:33:20.260]  There's no there are no rules for this and I want to do right by my sponsors and not like abandon the site for a week
[01:33:20.260 --> 01:33:22.460]  but at the same time I have to train myself out of the
[01:33:22.640 --> 01:33:26.960]  Idea that if I don't have like five new items a day or even you know
[01:33:27.160 --> 01:33:29.800]  If a day goes by and I all I have is a link or two
[01:33:29.800 --> 01:33:34.080]  It's fine, and I have to learn that lesson that it's not you know
[01:33:34.080 --> 01:33:39.000]  I'm not running a comprehensive news site that is gonna have to feed the beast every day
[01:33:39.000 --> 01:33:42.640]  And I you know, I can't I just I can't I'm one person
[01:33:43.760 --> 01:33:48.480]  The sponsorship model to me it works both ways where if you're writing more and you're having a busy day
[01:33:48.480 --> 01:33:54.080]  You're getting a bunch of things and more you're getting a lot more page views per day and people might see that the sponsor link
[01:33:54.080 --> 01:33:56.080]  In the sidebar if you have it there or something like that
[01:33:56.080 --> 01:34:01.400]  But on the other hand with the idea that you post like a little thank you to the sponsor that
[01:34:02.080 --> 01:34:07.520]  that I did then and the times when you're slower there at least I this is the way I see it the times when I'm
[01:34:07.520 --> 01:34:14.560]  Slower and I'm not posting as much the that post thanking the sponsor stays closer to the top stronger and
[01:34:15.560 --> 01:34:18.240]  It's you know, I don't know which one is better
[01:34:18.240 --> 01:34:23.040]  I don't know if it's better to be the sponsor on a busy week at during fireball or a slower week at during fireball
[01:34:23.040 --> 01:34:28.200]  But I think there's a very simple argument to be made that there are pros and cons to both of them
[01:34:28.200 --> 01:34:32.920]  You know one of them buries your thing sooner and the other one you have more
[01:34:33.600 --> 01:34:37.360]  Pages being loaded during the week. So, you know, I've never once gotten a complaint about that
[01:34:37.360 --> 01:34:40.280]  I mean every once in a while, sometimes August is a little slower to sell
[01:34:41.360 --> 01:34:48.200]  This year last year August did not sell for me. It was like I think like twice during the month of August
[01:34:48.200 --> 01:34:53.880]  I had to post like hey next week is still available get in touch blah blah blah sort of re you know
[01:34:53.880 --> 01:34:56.160]  Really sort of down to the last day
[01:34:56.840 --> 01:34:59.500]  This year August sold out for me already in July
[01:34:59.500 --> 01:35:04.440]  So, I don't know but it's you know, so August is a weird month though for advert
[01:35:04.440 --> 01:35:08.720]  I mean infamously in all forms of media TV print. I mean, it's always slow
[01:35:10.120 --> 01:35:13.220]  But other than the month of August I've never had complaints about that
[01:35:13.320 --> 01:35:17.080]  Yeah, it's I mean sometimes people will say to me like hey is Chris house Christmas
[01:35:17.080 --> 01:35:18.680]  Like I was thinking about sponsoring your site
[01:35:18.680 --> 01:35:24.400]  I see that Christmas is open and my answer has always been and I've never once had a complaint about it
[01:35:24.400 --> 01:35:30.440]  it is slower because people aren't at work and they're not get you're not getting those page views of I'm bored at work or
[01:35:30.440 --> 01:35:32.820]  I've just sat down and I you know, just want to see what's going on
[01:35:33.840 --> 01:35:38.840]  But on the other hand I was like I think that what happens is a lot of people are at family events and they get
[01:35:38.840 --> 01:35:44.720]  Bored and they just go to their iPhones. So it's it's actually not that slow a week. Yeah, I agree. I agree
[01:35:44.720 --> 01:35:49.560]  It's uh, yeah. I just kind of feel like I'm still trying to get into the rhythm of like what's the heartbeat of the site?
[01:35:49.560 --> 01:35:51.560]  I don't want the site to seem like it's abandoned, right?
[01:35:52.080 --> 01:35:54.720]  So I want to keep a little bit of a rhythm there also
[01:35:55.440 --> 01:36:00.120]  Yeah, I mean I just I want to send a message that the site is here and it's gonna have stuff on it
[01:36:00.120 --> 01:36:03.880]  And I'm still learning. I'm still learning but it is it is definitely a change
[01:36:04.440 --> 01:36:06.960]  And it's not like I totally ignored work when I went on vacation
[01:36:07.000 --> 01:36:07.600]  You know
[01:36:07.600 --> 01:36:12.640]  I would be responsible and I would check in and I would occasionally see that news was breaking and write something
[01:36:12.640 --> 01:36:17.280]  I mean, I wrote a I actually won an award for a thing. I wrote at my in-laws
[01:36:18.240 --> 01:36:24.600]  Dining room table on an iPad and it actually won an award. I'm like that is I will always look at that
[01:36:24.600 --> 01:36:28.920]  I've got the little plaque here somewhere and and it was like for an online commentary
[01:36:29.280 --> 01:36:35.580]  some journalism group and and I I look at it and I think well iPad at the dining room table in Irvine, but
[01:36:36.280 --> 01:36:38.280]  But it's different
[01:36:38.280 --> 01:36:43.120]  here because you know something something happens like that Nolan Lawson thing and I'm like
[01:36:43.120 --> 01:36:48.880]  Well, I can't pass this to somebody if I want to say something about it. I need to say something about it
[01:36:48.880 --> 01:36:51.760]  So it's just a little bit different not having that not having that net anymore
[01:36:52.200 --> 01:36:55.040]  But I'm getting I'm getting there. I'm getting used to it
[01:36:56.480 --> 01:36:58.880]  I I know that it was August
[01:36:58.880 --> 01:37:05.160]  I don't remember the exact date, but I was actually at the Jersey Shore with my folks and you know, Amy and Jonas
[01:37:05.160 --> 01:37:07.160]  I
[01:37:07.200 --> 01:37:09.200]  Heading out to dinner
[01:37:10.800 --> 01:37:16.680]  So it was probably, you know around five or six o'clock in the evening when the news broke that Steve Jobs
[01:37:17.320 --> 01:37:19.320]  Was stepping down as CEO
[01:37:20.640 --> 01:37:22.640]  and
[01:37:23.320 --> 01:37:28.400]  Somebody texted me and it was like, you know, it was one of those things
[01:37:28.400 --> 01:37:31.100]  I bet everybody a lot of people when they first you know
[01:37:31.100 --> 01:37:35.120]  That was the sort of thing you texted other people about right you heard that and you think of somebody and you think?
[01:37:35.120 --> 01:37:39.240]  I got a text somebody and I bet a lot of people who could you know saw the news the same way
[01:37:39.240 --> 01:37:45.200]  We're like, there's got to be a mistake this, you know, and then your second thought is no actually it makes a lot of sense
[01:37:45.200 --> 01:37:47.600]  You know and you kind of dreading it
[01:37:47.600 --> 01:37:53.080]  but like I said, I you know told my family and then you know, my parents are a little a little bit not it I
[01:37:56.840 --> 01:37:59.240]  They more or less understand what I do now
[01:37:59.240 --> 01:38:07.040]  but they understand it well enough that my you know, when I said that they everybody every nobody gave me a single moment of
[01:38:07.040 --> 01:38:13.120]  Grief of okay. We understand you're not coming to dinner. You know, I had to drop everything and think about what I wanted to do
[01:38:13.120 --> 01:38:15.120]  and write
[01:38:15.320 --> 01:38:17.680]  You know, that's one of the few times I can think of where I did that
[01:38:17.680 --> 01:38:22.060]  But yes, you are on call and it makes me worry. It does make me worry one thing I don't do is
[01:38:22.060 --> 01:38:28.620]  I almost knew and I if I do I have tremendous anxiety, even if it's just for a couple of hours. I
[01:38:29.300 --> 01:38:34.220]  Don't even like flying without Wi-Fi is I do kind of feel like I need to be online all the time just in case something
[01:38:34.220 --> 01:38:34.900]  like that happens
[01:38:34.900 --> 01:38:39.700]  I gotta say I'm not as worried about it as I was and this is only because
[01:38:40.380 --> 01:38:42.100]  for years
[01:38:42.100 --> 01:38:44.840]  every single thing I did was in the frame of
[01:38:45.900 --> 01:38:47.600]  What if Steve Jobs dies?
[01:38:47.600 --> 01:38:53.180]  Like even when he wasn't that sick and it was just like what if Steve Jobs dies in a plane crash or or something like that?
[01:38:53.180 --> 01:38:58.900]  I had that like what could be so huge. What is the huge thing and
[01:38:59.900 --> 01:39:06.220]  After he died, I realized for a while. I would I would ask myself. What if Steve Jobs died? Oh, okay
[01:39:06.220 --> 01:39:12.900]  And I just for whatever reason that was like I always felt like that was the thus the number one story
[01:39:12.900 --> 01:39:16.820]  that would that they would ever be where you'd have to set up all the alarms and
[01:39:16.820 --> 01:39:20.660]  I mean, it would still be true if if something you know
[01:39:21.180 --> 01:39:25.660]  Heaven forbid happened to major Apple executive or there are disasters that could happen
[01:39:25.940 --> 01:39:32.500]  But whatever it was like I think I have a kind of a complex about that about Steve Jobs and with him gone
[01:39:33.700 --> 01:39:35.180]  that little
[01:39:35.180 --> 01:39:41.060]  Neurotic part of my brain got like filed away got disconnected. And so it's not quite as bad now, but you're right
[01:39:41.060 --> 01:39:43.060]  I mean, this is that this is part of this business
[01:39:43.060 --> 01:39:48.060]  It's again less true now that I feel like I don't I'm not in the breaking news business
[01:39:48.060 --> 01:39:53.500]  I may be in the breaking analysis business, but I'm not in the breaking news business. We're at Macworld like literally
[01:39:54.220 --> 01:40:01.860]  If something even like remotely big broke, I would just be in the CMS making a new article saying headline write a paragraph
[01:40:02.700 --> 01:40:09.500]  You know more more information to come post like just to get it out there because we were really in that game
[01:40:09.500 --> 01:40:13.660]  And I'm not in that game so much now, but it's true. You also, you know
[01:40:13.660 --> 01:40:17.620]  I do think this is breaking analysis in a way, you know
[01:40:17.620 --> 01:40:23.740]  You don't want to be left with not saying anything about something that huge that happens that matters to the people who read your site
[01:40:23.740 --> 01:40:30.540]  Or my site they you need to you need to be engaged and and I at least have Dan to help out on
[01:40:30.940 --> 01:40:35.820]  Some accounts but you know during fireball is you so it needs to be you it or it's nobody
[01:40:35.820 --> 01:40:40.140]  Yeah, you know, you gotta get an intern or something. Jimmy the internet. Well
[01:40:41.820 --> 01:40:45.140]  Yeah, it's like for a while it I don't really regret it
[01:40:45.140 --> 01:40:48.820]  but I wonder if I ever if I've painted myself in a corner where it's like
[01:40:49.820 --> 01:40:54.820]  You know, it's like Trump with his haircut. I mean, it's like everybody's giving him grief about it, but he's like stuck with it
[01:40:55.820 --> 01:40:58.820]  Right, you can't cut. Yeah, you can't really give in
[01:40:59.820 --> 01:41:04.820]  You know, I mean and it's like I feel like the every single word ever written on during fireball was by me
[01:41:04.820 --> 01:41:09.820]  You know, it's a nice streak, but then it turned you know turns into a Cal Ripken thing at some point
[01:41:09.820 --> 01:41:13.820]  Yeah, I know where maybe I should take a month off and not do anything
[01:41:13.820 --> 01:41:17.820]  But you know, I really don't want the site to go dark for a right, but then I don't want it
[01:41:17.820 --> 01:41:20.820]  I don't have a guest poster one. You're like David Letterman. No guest hosts
[01:41:21.820 --> 01:41:25.820]  Right, but I've but I even said to you when I did when I did
[01:41:26.820 --> 01:41:31.820]  your show to talk about Letterman that I actually feel like that hurt him in the long run where I feel like
[01:41:31.820 --> 01:41:37.820]  There was a stretch a couple of years ago where it felt like maybe he was a little burned out
[01:41:37.820 --> 01:41:39.820]  It felt like he would you know
[01:41:39.820 --> 01:41:43.820]  And I don't think that ever happened to Carson because Carson as the years went on took off
[01:41:43.820 --> 01:41:47.820]  More and more time and one of the ways that he just you know was able to take off time
[01:41:47.820 --> 01:41:52.820]  Was that instead of just showing reruns they had guest hosts? Yeah, he was working three days a week and
[01:41:53.820 --> 01:41:56.820]  You know for for 30 40 40 year man, what a deal
[01:41:56.820 --> 01:42:00.820]  And well, so I was only doing this for 10 months now
[01:42:00.820 --> 01:42:05.820]  I mean I I if look if you if you said because you you did sort of set this model
[01:42:05.820 --> 01:42:08.820]  But some of the people who followed you like Jim
[01:42:08.820 --> 01:42:14.820]  I'd like Federico. So the loop and and max stories they they
[01:42:15.820 --> 01:42:18.820]  Changed the equation a little bit and you know
[01:42:18.820 --> 01:42:23.820]  Jim has like Dave Mark and he's had Sean King and he had Peter Cohen for a while
[01:42:23.820 --> 01:42:26.820]  like supplementing what Jim does and
[01:42:26.820 --> 01:42:31.820]  And in fact, I think Dave Mark posts more stuff to the loop than Jim does at this point and then Federico
[01:42:31.820 --> 01:42:34.820]  Although he is the primary author of of max stories
[01:42:34.820 --> 01:42:38.820]  He's got a bunch of like I saw Brett Terpstra on there the other day
[01:42:38.820 --> 01:42:43.820]  And I mean he's got some people who contribute and that I felt like that was enough that that sort of freed me
[01:42:43.820 --> 01:42:49.820]  I was like, oh and and with so many people I used to work with losing their job simultaneously
[01:42:49.820 --> 01:42:53.820]  I said to Dan, you know in lieu of him getting a full-time job somewhere
[01:42:53.820 --> 01:42:56.820]  Would you like to to write some stuff with me?
[01:42:56.820 --> 01:43:01.820]  and you know in the in the first days after macworld had the big layoffs like Dan Frakes wrote a thing and
[01:43:01.820 --> 01:43:04.820]  You know a few people wrote things for six colors
[01:43:04.820 --> 01:43:08.820]  But with Dan it was a good opportunity because he wanted to keep his hand in in the game
[01:43:08.820 --> 01:43:12.820]  He didn't want to vanish from writing about Apple because that's his profession
[01:43:12.820 --> 01:43:15.820]  But he wasn't working somewhere full-time
[01:43:15.820 --> 01:43:19.820]  So, you know, I think it was beneficial for him. It was really beneficial for me
[01:43:19.820 --> 01:43:25.820]  But I would I have done that if if I hadn't seen some other people who who said no
[01:43:25.820 --> 01:43:26.820]  It's not just me
[01:43:26.820 --> 01:43:30.820]  it's sort of me and some of my friends who are doing this and I might not have and
[01:43:30.820 --> 01:43:36.820]  It's it's just a different feel. It's just a different feel. I can't I mean I could see it wasn't that one of the
[01:43:36.820 --> 01:43:39.820]  I don't know whether it was Kottke or was it Andy Baio?
[01:43:39.820 --> 01:43:45.820]  I remember somebody who was like a big link blogger did this at one point where they they basically said I'm handing the
[01:43:45.820 --> 01:43:51.820]  The rain no Kottke's Kottke's done that for years Kottke has but when Kottke does it is he gives it away for the whole week, right?
[01:43:51.820 --> 01:43:56.820]  Exactly, you know, I actually I believe the first person who ever did it for him
[01:43:56.820 --> 01:44:00.820]  I think this is a little bit of inside the world of personal
[01:44:00.820 --> 01:44:03.820]  personal slash professional blogging whatever you call like
[01:44:03.820 --> 01:44:11.820]  this thing that we do trivia is I think his first guest post or was Adam Lisa
[01:44:11.820 --> 01:44:16.820]  Gore and it was the first time I'd I'd never even heard of him before
[01:44:16.820 --> 01:44:18.820]  and
[01:44:18.820 --> 01:44:23.820]  We could look this if it wasn't the first he was one of the first and it was before Twitter and so it was before
[01:44:23.820 --> 01:44:27.820]  anybody who's heard of Adam Lisa Gore by Twitter had heard of him and it was certainly before
[01:44:27.820 --> 01:44:33.820]  anybody who's heard of Adam Lisa Gore before sandwiches video
[01:44:33.820 --> 01:44:39.820]  and I went back and read it and it was of course fantastic it was like holy hell this guy's amazing
[01:44:39.820 --> 01:44:45.820]  but Kottke's done that for years and he picks you know very he he picks people though a lot of times and they're good
[01:44:45.820 --> 01:44:51.820]  but he and he's this is part of Jason Kottke being Jason Kottke and being very talented he picks people who bring like
[01:44:51.820 --> 01:44:57.820]  a very different voice to the site like people who are not Kottke like
[01:44:57.820 --> 01:45:03.820]  whatever that means to be Kottke like because I think that's sort of hard to define
[01:45:03.820 --> 01:45:09.820]  yeah I forget all the guy he's had a bunch of guest posters over the years when I was in Arizona visiting my mom
[01:45:09.820 --> 01:45:15.820]  we were watching like a baseball game and a sandwich video came on and I said hey I know that guy
[01:45:15.820 --> 01:45:21.820]  and my mom's like oh really how and I told her like oh well it's Adam Lisa Gore and just this and just that
[01:45:21.820 --> 01:45:27.820]  and now she sends me emails saying hey I saw that friend of yours again on a different ad
[01:45:27.820 --> 01:45:33.820]  it's like okay I don't need updates about the sandwich video empire but it's cute it's sweet
[01:45:33.820 --> 01:45:39.820]  Amy and I were at a bar the first time that we saw a sandwich on real TV
[01:45:39.820 --> 01:45:45.820]  it was like bar ESPN was on the TV behind the bar
[01:45:45.820 --> 01:45:51.820]  it's a real moment when you see him on real TV instead of the internet we were posting things on the internet whatever but he's on TV
[01:45:51.820 --> 01:45:57.820]  right we couldn't get the words out of our mouth I forget which one of the two of us noticed first but we both were just like
[01:45:57.820 --> 01:46:03.820]  not even saying anything just pointing at the TV and then we like we're like we know that guy we know him
[01:46:03.820 --> 01:46:07.820]  and everybody you know we look like two mad people but we were like
[01:46:07.820 --> 01:46:13.820]  if you're traveling you see ads you don't see other places and this is what this was is whatever he was selling in this ad in Phoenix
[01:46:13.820 --> 01:46:19.820]  was not a product that is available in my area and so I was just like I've never seen this before but there he is
[01:46:19.820 --> 01:46:25.820]  he's selling something what came to mind to me was was the scene in Goodfellas
[01:46:25.820 --> 01:46:31.820]  when the crew finds out that Tommy got made oh yeah because it's like
[01:46:31.820 --> 01:46:37.820]  they're never going to get made he's the only full blooded Italian so
[01:46:37.820 --> 01:46:43.820]  so he's the only one who could get made and they're in tight with him so this is the best they're ever going to do is have a made guy
[01:46:43.820 --> 01:46:49.820]  and we're never going to be on TV I don't want to be on TV commercials no way I mean it's not I'm not even you know it's not going to happen
[01:46:49.820 --> 01:46:56.820]  so the closest we're going to get to being on TV is having sandwich be on TV so we're like holy cow this is amazing
[01:46:56.820 --> 01:47:04.820]  yeah exactly exactly and so hopefully it's the same thing as when people when your relatives don't understand what you do
[01:47:04.820 --> 01:47:12.820]  writing on the internet this was always the case I said this right after I think when we talked about about Mac world and all that at the end of last year
[01:47:12.820 --> 01:47:18.820]  that one of the things that I took great pride in was so many people we published in the magazine
